0.800000	0.200000	0.950000	10000000.000000
0.800000	0.200000	0.900000	10000000.000000
0.800000	0.200000	0.650000	10000000.000000
0.800000	0.200000	0.850000	10000000.000000
0.800000	0.200000	0.600000	10000000.000000
0.800000	0.200000	1.000000	10000000.000000

0.800000	0.300000	0.100000	10000000.000000
0.800000	0.300000	0.200000	10000000.000000
0.800000	0.300000	0.000000	10000000.000000
0.800000	0.300000	0.150000	10000000.000000
0.800000	0.300000	0.250000	10000000.000000
0.800000	0.300000	0.450000	10000000.000000
0.800000	0.300000	0.050000	10000000.000000
0.800000	0.300000	0.350000	10000000.000000
0.800000	0.300000	0.400000	10000000.000000
0.800000	0.300000	0.300000	10000000.000000
0.800000	0.300000	0.500000	10000000.000000
0.800000	0.300000	0.550000	10000000.000000
0.800000	0.300000	0.750000	10000000.000000
0.800000	0.300000	0.800000	10000000.000000
0.800000	0.300000	0.850000	10000000.000000
0.800000	0.300000	0.650000	10000000.000000
0.800000	0.300000	1.000000	10000000.000000
0.800000	0.300000	0.950000	10000000.000000
0.800000	0.300000	0.600000	10000000.000000
0.800000	0.300000	0.900000	10000000.000000
0.800000	0.300000	0.700000	10000000.000000

0.800000	0.400000	0.000000	10000000.000000
0.800000	0.400000	0.150000	10000000.000000
0.800000	0.400000	0.100000	10000000.000000
0.800000	0.400000	0.250000	10000000.000000
0.800000	0.400000	0.200000	10000000.000000
0.800000	0.400000	0.050000	10000000.000000
0.800000	0.400000	0.350000	10000000.000000
0.800000	0.400000	0.400000	10000000.000000
0.800000	0.400000	0.300000	10000000.000000
0.800000	0.400000	0.600000	10000000.000000
0.800000	0.400000	0.950000	10000000.000000
0.800000	0.400000	0.500000	10000000.000000
0.800000	0.400000	0.850000	10000000.000000
0.800000	0.400000	0.750000	10000000.000000
0.800000	0.400000	0.800000	10000000.000000
0.800000	0.400000	0.450000	10000000.000000
0.800000	0.400000	0.700000	10000000.000000
0.800000	0.400000	0.650000	10000000.000000
0.800000	0.400000	0.900000	10000000.000000
0.800000	0.400000	0.550000	10000000.000000
0.800000	0.400000	1.000000	10000000.000000

0.800000	0.500000	0.200000	10000000.000000
0.800000	0.500000	0.250000	10000000.000000
0.800000	0.500000	0.500000	10000000.000000
0.800000	0.500000	0.000000	10000000.000000
0.800000	0.500000	0.450000	10000000.000000
0.800000	0.500000	0.100000	10000000.000000
0.800000	0.500000	0.300000	10000000.000000
0.800000	0.500000	0.050000	10000000.000000
0.800000	0.500000	0.550000	10000000.000000
0.800000	0.500000	0.400000	10000000.000000
0.800000	0.500000	0.350000	10000000.000000
0.800000	0.500000	0.150000	10000000.000000
0.800000	0.500000	0.600000	10000000.000000
0.800000	0.500000	0.650000	10000000.000000
0.800000	0.500000	0.950000	10000000.000000
0.800000	0.500000	0.900000	10000000.000000
0.800000	0.500000	0.800000	10000000.000000
0.800000	0.500000	0.850000	10000000.000000
0.800000	0.500000	1.000000	10000000.000000
0.800000	0.500000	0.700000	10000000.000000
0.800000	0.500000	0.750000	10000000.000000

0.800000	0.600000	0.200000	10000000.000000
0.800000	0.600000	0.400000	10000000.000000
0.800000	0.600000	0.050000	10000000.000000
0.800000	0.600000	0.100000	10000000.000000
0.800000	0.600000	0.000000	10000000.000000
0.800000	0.600000	0.150000	10000000.000000
0.800000	0.600000	0.250000	10000000.000000
0.800000	0.600000	0.300000	10000000.000000
0.800000	0.600000	0.450000	10000000.000000
0.800000	0.600000	0.350000	10000000.000000
0.800000	0.600000	0.550000	10000000.000000
0.800000	0.600000	0.500000	10000000.000000
0.800000	0.600000	0.600000	10000000.000000
0.800000	0.600000	0.950000	10000000.000000
0.800000	0.600000	1.000000	10000000.000000
0.800000	0.600000	0.850000	10000000.000000
0.800000	0.600000	0.900000	10000000.000000
0.800000	0.600000	0.800000	10000000.000000
0.800000	0.600000	0.750000	10000000.000000
0.800000	0.600000	0.650000	10000000.000000
0.800000	0.600000	0.700000	10000000.000000

0.800000	0.700000	0.150000	10000000.000000
0.800000	0.700000	0.100000	10000000.000000
0.800000	0.700000	0.200000	10000000.000000
0.800000	0.700000	0.350000	10000000.000000
0.800000	0.700000	0.300000	10000000.000000
0.800000	0.700000	0.250000	10000000.000000
0.800000	0.700000	0.050000	10000000.000000
0.800000	0.700000	0.000000	10000000.000000
0.800000	0.700000	0.500000	10000000.000000
0.800000	0.700000	0.450000	10000000.000000
0.800000	0.700000	0.400000	10000000.000000
0.800000	0.700000	0.550000	10000000.000000
0.800000	0.700000	0.700000	10000000.000000
0.800000	0.700000	1.000000	10000000.000000
0.800000	0.700000	0.600000	10000000.000000
0.800000	0.700000	0.650000	10000000.000000
0.800000	0.700000	0.850000	10000000.000000
0.800000	0.700000	0.750000	10000000.000000
0.800000	0.700000	0.950000	10000000.000000
0.800000	0.700000	0.800000	10000000.000000
0.800000	0.700000	0.900000	10000000.000000

0.800000	0.800000	0.500000	10000000.000000
0.800000	0.800000	0.200000	10000000.000000
0.800000	0.800000	0.150000	10000000.000000
0.800000	0.800000	0.550000	10000000.000000
0.800000	0.800000	0.350000	10000000.000000
0.800000	0.800000	0.450000	10000000.000000
0.800000	0.800000	0.050000	10000000.000000
0.800000	0.800000	0.100000	10000000.000000
0.800000	0.800000	0.300000	10000000.000000
0.800000	0.800000	0.400000	10000000.000000
0.800000	0.800000	0.250000	10000000.000000
0.800000	0.800000	0.000000	10000000.000000
0.800000	0.800000	0.850000	10000000.000000
0.800000	0.800000	0.600000	10000000.000000
0.800000	0.800000	0.650000	10000000.000000
0.800000	0.800000	0.750000	10000000.000000
0.800000	0.800000	0.700000	10000000.000000
0.800000	0.800000	0.800000	10000000.000000
0.800000	0.800000	0.950000	10000000.000000
0.800000	0.800000	0.900000	10000000.000000
0.800000	0.800000	1.000000	10000000.000000

0.800000	0.900000	0.250000	10000000.000000
0.800000	0.900000	0.350000	10000000.000000
0.800000	0.900000	0.050000	10000000.000000
0.800000	0.900000	0.500000	10000000.000000
0.800000	0.900000	0.150000	10000000.000000
0.800000	0.900000	0.200000	10000000.000000
0.800000	0.900000	0.000000	10000000.000000
0.800000	0.900000	0.550000	10000000.000000
0.800000	0.900000	0.100000	10000000.000000
0.800000	0.900000	0.300000	10000000.000000
0.800000	0.900000	0.400000	10000000.000000
0.800000	0.900000	0.450000	10000000.000000
0.800000	0.900000	1.000000	10000000.000000
0.800000	0.900000	0.950000	10000000.000000
0.800000	0.900000	0.600000	10000000.000000
0.800000	0.900000	0.750000	10000000.000000
0.800000	0.900000	0.800000	10000000.000000
0.800000	0.900000	0.900000	10000000.000000
0.800000	0.900000	0.850000	10000000.000000
0.800000	0.900000	0.650000	10000000.000000
0.800000	0.900000	0.700000	10000000.000000

0.800000	1.000000	0.150000	10000000.000000
0.800000	1.000000	0.250000	10000000.000000
0.800000	1.000000	0.300000	10000000.000000
0.800000	1.000000	0.000000	10000000.000000
0.800000	1.000000	0.400000	10000000.000000
0.800000	1.000000	0.500000	10000000.000000
0.800000	1.000000	0.200000	10000000.000000
0.800000	1.000000	0.550000	10000000.000000
0.800000	1.000000	0.050000	10000000.000000
0.800000	1.000000	0.350000	10000000.000000
0.800000	1.000000	0.100000	10000000.000000
0.800000	1.000000	0.450000	10000000.000000
0.800000	1.000000	0.600000	10000000.000000
0.800000	1.000000	0.700000	10000000.000000
0.800000	1.000000	0.650000	10000000.000000
0.800000	1.000000	0.800000	10000000.000000
0.800000	1.000000	0.750000	10000000.000000
0.800000	1.000000	0.950000	10000000.000000
0.800000	1.000000	1.000000	10000000.000000
0.800000	1.000000	0.900000	10000000.000000
0.800000	1.000000	0.850000	10000000.000000

0.900000	0.000000	0.150000	10000000.000000
0.900000	0.000000	0.450000	10000000.000000
0.900000	0.000000	0.200000	10000000.000000
0.900000	0.000000	0.400000	10000000.000000
0.900000	0.000000	0.300000	10000000.000000
0.900000	0.000000	0.350000	10000000.000000
0.900000	0.000000	0.100000	10000000.000000
0.900000	0.000000	0.050000	10000000.000000
0.900000	0.000000	0.250000	10000000.000000
0.900000	0.000000	0.550000	10000000.000000
0.900000	0.000000	0.700000	10000000.000000
0.900000	0.000000	0.800000	10000000.000000
0.900000	0.000000	0.000000	10000000.000000
0.900000	0.000000	0.650000	10000000.000000
0.900000	0.000000	0.500000	10000000.000000
0.900000	0.000000	0.750000	10000000.000000
0.900000	0.000000	0.850000	10000000.000000
0.900000	0.000000	0.900000	10000000.000000
0.900000	0.000000	1.000000	10000000.000000
0.900000	0.000000	0.950000	10000000.000000
0.900000	0.000000	0.600000	10000000.000000

0.900000	0.100000	0.400000	10000000.000000
0.900000	0.100000	0.050000	10000000.000000
0.900000	0.100000	0.100000	10000000.000000
0.900000	0.100000	0.450000	10000000.000000
0.900000	0.100000	0.150000	10000000.000000
0.900000	0.100000	0.350000	10000000.000000
0.900000	0.100000	0.300000	10000000.000000
0.900000	0.100000	0.250000	10000000.000000
0.900000	0.100000	0.200000	10000000.000000
0.900000	0.100000	0.550000	10000000.000000
0.900000	0.100000	0.500000	10000000.000000
0.900000	0.100000	0.750000	10000000.000000
0.900000	0.100000	0.000000	10000000.000000
0.900000	0.100000	0.650000	10000000.000000
0.900000	0.100000	1.000000	10000000.000000
0.900000	0.100000	0.700000	10000000.000000
0.900000	0.100000	0.600000	10000000.000000
0.900000	0.100000	0.900000	10000000.000000
0.900000	0.100000	0.850000	10000000.000000
0.900000	0.100000	0.800000	10000000.000000
0.900000	0.100000	0.950000	10000000.000000

0.900000	0.200000	0.200000	10000000.000000
0.900000	0.200000	0.150000	10000000.000000
0.900000	0.200000	0.400000	10000000.000000
0.900000	0.200000	0.250000	10000000.000000
0.900000	0.200000	0.450000	10000000.000000
0.900000	0.200000	0.350000	10000000.000000
0.900000	0.200000	0.300000	10000000.000000
0.900000	0.200000	0.100000	10000000.000000
0.900000	0.200000	0.050000	10000000.000000
0.900000	0.200000	0.550000	10000000.000000
0.900000	0.200000	0.500000	10000000.000000
0.900000	0.200000	0.650000	10000000.000000
0.900000	0.200000	0.600000	10000000.000000
0.900000	0.200000	0.000000	10000000.000000
0.900000	0.200000	0.800000	10000000.000000
0.900000	0.200000	0.750000	10000000.000000
0.900000	0.200000	0.700000	10000000.000000
0.900000	0.200000	0.850000	10000000.000000
0.900000	0.200000	0.900000	10000000.000000
0.900000	0.200000	0.950000	10000000.000000
0.900000	0.200000	1.000000	10000000.000000

0.900000	0.300000	0.200000	10000000.000000
0.900000	0.300000	0.250000	10000000.000000
0.900000	0.300000	0.050000	10000000.000000
0.900000	0.300000	0.400000	10000000.000000
0.900000	0.300000	0.150000	10000000.000000
0.900000	0.300000	0.350000	10000000.000000
0.900000	0.300000	0.100000	10000000.000000
0.900000	0.300000	0.450000	10000000.000000
0.900000	0.300000	0.300000	10000000.000000
0.900000	0.300000	0.550000	10000000.000000
0.900000	0.300000	0.000000	10000000.000000
0.900000	0.300000	0.500000	10000000.000000
0.900000	0.300000	0.750000	10000000.000000
0.900000	0.300000	0.900000	10000000.000000
0.900000	0.300000	0.700000	10000000.000000
0.900000	0.300000	0.950000	10000000.000000
0.900000	0.300000	0.800000	10000000.000000
0.900000	0.300000	0.850000	10000000.000000
0.900000	0.300000	0.650000	10000000.000000
0.900000	0.300000	0.600000	10000000.000000
0.900000	0.300000	1.000000	10000000.000000

0.900000	0.400000	0.350000	10000000.000000
0.900000	0.400000	0.400000	10000000.000000
0.900000	0.400000	0.200000	10000000.000000
0.900000	0.400000	0.050000	10000000.000000
0.900000	0.400000	0.150000	10000000.000000
0.900000	0.400000	0.000000	10000000.000000
0.900000	0.400000	0.550000	10000000.000000
0.900000	0.400000	0.500000	10000000.000000
0.900000	0.400000	0.100000	10000000.000000
0.900000	0.400000	0.300000	10000000.000000
0.900000	0.400000	0.450000	10000000.000000
0.900000	0.400000	0.250000	10000000.000000
0.900000	0.400000	0.850000	10000000.000000
0.900000	0.400000	0.800000	10000000.000000
0.900000	0.400000	0.900000	10000000.000000
0.900000	0.400000	1.000000	10000000.000000
0.900000	0.400000	0.750000	10000000.000000
0.900000	0.400000	0.950000	10000000.000000
0.900000	0.400000	0.700000	10000000.000000
0.900000	0.400000	0.600000	10000000.000000
0.900000	0.400000	0.650000	10000000.000000

0.900000	0.500000	0.250000	10000000.000000
0.900000	0.500000	0.300000	10000000.000000
0.900000	0.500000	0.050000	10000000.000000
0.900000	0.500000	0.450000	10000000.000000
0.900000	0.500000	0.400000	10000000.000000
0.900000	0.500000	0.200000	10000000.000000
0.900000	0.500000	0.550000	10000000.000000
0.900000	0.500000	0.000000	10000000.000000
0.900000	0.500000	0.350000	10000000.000000
0.900000	0.500000	0.150000	10000000.000000
0.900000	0.500000	0.100000	10000000.000000
0.900000	0.500000	0.500000	10000000.000000
0.900000	0.500000	0.650000	10000000.000000
0.900000	0.500000	0.800000	10000000.000000
0.900000	0.500000	0.750000	10000000.000000
0.900000	0.500000	0.600000	10000000.000000
0.900000	0.500000	0.700000	10000000.000000
0.900000	0.500000	0.900000	10000000.000000
0.900000	0.500000	0.850000	10000000.000000
0.900000	0.500000	1.000000	10000000.000000
0.900000	0.500000	0.950000	10000000.000000

0.900000	0.600000	0.400000	10000000.000000
0.900000	0.600000	0.050000	10000000.000000
0.900000	0.600000	0.250000	10000000.000000
0.900000	0.600000	0.200000	10000000.000000
0.900000	0.600000	0.150000	10000000.000000
0.900000	0.600000	0.550000	10000000.000000
0.900000	0.600000	0.450000	10000000.000000
0.900000	0.600000	0.500000	10000000.000000
0.900000	0.600000	0.350000	10000000.000000
0.900000	0.600000	0.000000	10000000.000000
0.900000	0.600000	0.100000	10000000.000000
0.900000	0.600000	0.650000	10000000.000000
0.900000	0.600000	0.300000	10000000.000000
0.900000	0.600000	0.600000	10000000.000000
0.900000	0.600000	0.850000	10000000.000000
0.900000	0.600000	0.800000	10000000.000000
0.900000	0.600000	0.700000	10000000.000000
0.900000	0.600000	0.750000	10000000.000000
0.900000	0.600000	1.000000	10000000.000000
0.900000	0.600000	0.900000	10000000.000000
0.900000	0.600000	0.950000	10000000.000000

0.900000	0.700000	0.150000	10000000.000000
0.900000	0.700000	0.400000	10000000.000000
0.900000	0.700000	0.200000	10000000.000000
0.900000	0.700000	0.050000	10000000.000000
0.900000	0.700000	0.100000	10000000.000000
0.900000	0.700000	0.250000	10000000.000000
0.900000	0.700000	0.450000	10000000.000000
0.900000	0.700000	0.350000	10000000.000000
0.900000	0.700000	0.500000	10000000.000000
0.900000	0.700000	0.300000	10000000.000000
0.900000	0.700000	0.550000	10000000.000000
0.900000	0.700000	0.000000	10000000.000000
0.900000	0.700000	0.650000	10000000.000000
0.900000	0.700000	0.900000	10000000.000000
0.900000	0.700000	0.700000	10000000.000000
0.900000	0.700000	0.850000	10000000.000000
0.900000	0.700000	1.000000	10000000.000000
0.900000	0.700000	0.800000	10000000.000000
0.900000	0.700000	0.950000	10000000.000000
0.900000	0.700000	0.750000	10000000.000000
0.900000	0.700000	0.600000	10000000.000000

0.900000	0.800000	0.500000	10000000.000000
0.900000	0.800000	0.550000	10000000.000000
0.900000	0.800000	0.050000	10000000.000000
0.900000	0.800000	0.400000	10000000.000000
0.900000	0.800000	0.000000	10000000.000000
0.900000	0.800000	0.450000	10000000.000000
0.900000	0.800000	0.150000	10000000.000000
0.900000	0.800000	0.300000	10000000.000000
0.900000	0.800000	0.100000	10000000.000000
0.900000	0.800000	0.200000	10000000.000000
0.900000	0.800000	0.350000	10000000.000000
0.900000	0.800000	0.250000	10000000.000000
0.900000	0.800000	0.750000	10000000.000000
0.900000	0.800000	0.700000	10000000.000000
0.900000	0.800000	0.950000	10000000.000000
0.900000	0.800000	0.600000	10000000.000000
0.900000	0.800000	0.650000	10000000.000000
0.900000	0.800000	0.800000	10000000.000000
0.900000	0.800000	0.900000	10000000.000000
0.900000	0.800000	0.850000	10000000.000000
0.900000	0.800000	1.000000	10000000.000000

0.900000	0.900000	0.500000	10000000.000000
0.900000	0.900000	0.350000	10000000.000000
0.900000	0.900000	0.400000	10000000.000000
0.900000	0.900000	0.250000	10000000.000000
0.900000	0.900000	0.100000	10000000.000000
0.900000	0.900000	0.450000	10000000.000000
0.900000	0.900000	0.050000	10000000.000000
0.900000	0.900000	0.200000	10000000.000000
0.900000	0.900000	0.150000	10000000.000000
0.900000	0.900000	0.000000	10000000.000000
0.900000	0.900000	0.550000	10000000.000000
0.900000	0.900000	0.300000	10000000.000000
0.900000	0.900000	1.000000	10000000.000000
0.900000	0.900000	0.950000	10000000.000000
0.900000	0.900000	0.900000	10000000.000000
0.900000	0.900000	0.850000	10000000.000000
0.900000	0.900000	0.750000	10000000.000000
0.900000	0.900000	0.700000	10000000.000000
0.900000	0.900000	0.600000	10000000.000000
0.900000	0.900000	0.800000	10000000.000000
0.900000	0.900000	0.650000	10000000.000000

0.900000	1.000000	0.300000	10000000.000000
0.900000	1.000000	0.350000	10000000.000000
0.900000	1.000000	0.250000	10000000.000000
0.900000	1.000000	0.200000	10000000.000000
0.900000	1.000000	0.150000	10000000.000000
0.900000	1.000000	0.100000	10000000.000000
0.900000	1.000000	0.400000	10000000.000000
0.900000	1.000000	0.550000	10000000.000000
0.900000	1.000000	0.000000	10000000.000000
0.900000	1.000000	0.500000	10000000.000000
0.900000	1.000000	0.050000	10000000.000000
0.900000	1.000000	0.950000	10000000.000000
0.900000	1.000000	0.800000	10000000.000000
0.900000	1.000000	0.900000	10000000.000000
0.900000	1.000000	0.450000	10000000.000000
0.900000	1.000000	0.650000	10000000.000000
0.900000	1.000000	0.750000	10000000.000000
0.900000	1.000000	0.600000	10000000.000000
0.900000	1.000000	0.700000	10000000.000000
0.900000	1.000000	1.000000	10000000.000000
0.900000	1.000000	0.850000	10000000.000000

1.000000	0.000000	0.350000	10000000.000000
1.000000	0.000000	0.400000	10000000.000000
1.000000	0.000000	0.300000	10000000.000000
1.000000	0.000000	0.250000	10000000.000000
1.000000	0.000000	0.050000	10000000.000000
1.000000	0.000000	0.150000	10000000.000000
1.000000	0.000000	0.450000	10000000.000000
1.000000	0.000000	0.550000	10000000.000000
1.000000	0.000000	0.200000	10000000.000000
1.000000	0.000000	0.500000	10000000.000000
1.000000	0.000000	0.000000	10000000.000000
1.000000	0.000000	0.100000	10000000.000000
1.000000	0.000000	0.950000	10000000.000000
1.000000	0.000000	0.600000	10000000.000000
1.000000	0.000000	0.650000	10000000.000000
1.000000	0.000000	0.850000	10000000.000000
1.000000	0.000000	1.000000	10000000.000000
1.000000	0.000000	0.900000	10000000.000000
1.000000	0.000000	0.800000	10000000.000000
1.000000	0.000000	0.750000	10000000.000000
1.000000	0.000000	0.700000	10000000.000000

1.000000	0.100000	0.150000	10000000.000000
1.000000	0.100000	0.050000	10000000.000000
1.000000	0.100000	0.100000	10000000.000000
1.000000	0.100000	0.200000	10000000.000000
1.000000	0.100000	0.300000	10000000.000000
1.000000	0.100000	0.350000	10000000.000000
1.000000	0.100000	0.000000	10000000.000000
1.000000	0.100000	0.450000	10000000.000000
1.000000	0.100000	0.550000	10000000.000000
1.000000	0.100000	0.400000	10000000.000000
1.000000	0.100000	0.250000	10000000.000000
1.000000	0.100000	0.500000	10000000.000000
1.000000	0.100000	0.600000	10000000.000000
1.000000	0.100000	0.650000	10000000.000000
1.000000	0.100000	0.700000	10000000.000000
1.000000	0.100000	0.750000	10000000.000000
1.000000	0.100000	0.800000	10000000.000000
1.000000	0.100000	0.850000	10000000.000000
1.000000	0.100000	0.900000	10000000.000000
1.000000	0.100000	1.000000	10000000.000000
1.000000	0.100000	0.950000	10000000.000000

1.000000	0.200000	0.400000	10000000.000000
1.000000	0.200000	0.150000	10000000.000000
1.000000	0.200000	0.200000	10000000.000000
1.000000	0.200000	0.450000	10000000.000000
1.000000	0.200000	0.550000	10000000.000000
1.000000	0.200000	0.300000	10000000.000000
1.000000	0.200000	0.500000	10000000.000000
1.000000	0.200000	0.100000	10000000.000000
1.000000	0.200000	0.250000	10000000.000000
1.000000	0.200000	0.000000	10000000.000000
1.000000	0.200000	0.350000	10000000.000000
1.000000	0.200000	0.050000	10000000.000000
1.000000	0.200000	1.000000	10000000.000000
1.000000	0.200000	0.700000	10000000.000000
1.000000	0.200000	0.750000	10000000.000000
1.000000	0.200000	0.850000	10000000.000000
1.000000	0.200000	0.950000	10000000.000000
1.000000	0.200000	0.800000	10000000.000000
1.000000	0.200000	0.900000	10000000.000000
1.000000	0.200000	0.600000	10000000.000000
1.000000	0.200000	0.650000	10000000.000000

1.000000	0.300000	0.100000	10000000.000000
1.000000	0.300000	0.500000	10000000.000000
1.000000	0.300000	0.050000	10000000.000000
1.000000	0.300000	0.550000	10000000.000000
1.000000	0.300000	0.450000	10000000.000000
1.000000	0.300000	0.250000	10000000.000000
1.000000	0.300000	0.000000	10000000.000000
1.000000	0.300000	0.200000	10000000.000000
1.000000	0.300000	0.150000	10000000.000000
1.000000	0.300000	0.350000	10000000.000000
1.000000	0.300000	0.400000	10000000.000000
1.000000	0.300000	0.300000	10000000.000000
1.000000	0.300000	0.750000	10000000.000000
1.000000	0.300000	0.650000	10000000.000000
1.000000	0.300000	0.700000	10000000.000000
1.000000	0.300000	0.850000	10000000.000000
1.000000	0.300000	1.000000	10000000.000000
1.000000	0.300000	0.900000	10000000.000000
1.000000	0.300000	0.950000	10000000.000000
1.000000	0.300000	0.800000	10000000.000000
1.000000	0.300000	0.600000	10000000.000000

1.000000	0.400000	0.400000	10000000.000000
1.000000	0.400000	0.250000	10000000.000000
1.000000	0.400000	0.150000	10000000.000000
1.000000	0.400000	0.500000	10000000.000000
1.000000	0.400000	0.350000	10000000.000000
1.000000	0.400000	0.100000	10000000.000000
1.000000	0.400000	0.000000	10000000.000000
1.000000	0.400000	0.050000	10000000.000000
1.000000	0.400000	0.200000	10000000.000000
1.000000	0.400000	0.450000	10000000.000000
1.000000	0.400000	0.300000	10000000.000000
1.000000	0.400000	0.550000	10000000.000000
1.000000	0.400000	0.950000	10000000.000000
1.000000	0.400000	0.650000	10000000.000000
1.000000	0.400000	0.750000	10000000.000000
1.000000	0.400000	0.800000	10000000.000000
1.000000	0.400000	0.700000	10000000.000000
1.000000	0.400000	0.900000	10000000.000000
1.000000	0.400000	0.850000	10000000.000000
1.000000	0.400000	1.000000	10000000.000000
1.000000	0.400000	0.600000	10000000.000000

1.000000	0.500000	0.400000	10000000.000000
1.000000	0.500000	0.450000	10000000.000000
1.000000	0.500000	0.000000	10000000.000000
1.000000	0.500000	0.050000	10000000.000000
1.000000	0.500000	0.500000	10000000.000000
1.000000	0.500000	0.350000	10000000.000000
1.000000	0.500000	0.100000	10000000.000000
1.000000	0.500000	0.150000	10000000.000000
1.000000	0.500000	0.300000	10000000.000000
1.000000	0.500000	0.250000	10000000.000000
1.000000	0.500000	0.550000	10000000.000000
1.000000	0.500000	0.200000	10000000.000000
1.000000	0.500000	0.800000	10000000.000000
1.000000	0.500000	1.000000	10000000.000000
1.000000	0.500000	0.950000	10000000.000000
1.000000	0.500000	0.900000	10000000.000000
1.000000	0.500000	0.850000	10000000.000000
1.000000	0.500000	0.600000	10000000.000000
1.000000	0.500000	0.750000	10000000.000000
1.000000	0.500000	0.700000	10000000.000000
1.000000	0.500000	0.650000	10000000.000000

1.000000	0.600000	0.500000	10000000.000000
1.000000	0.600000	0.000000	10000000.000000
1.000000	0.600000	0.250000	10000000.000000
1.000000	0.600000	0.400000	10000000.000000
1.000000	0.600000	0.450000	10000000.000000
1.000000	0.600000	0.350000	10000000.000000
1.000000	0.600000	0.050000	10000000.000000
1.000000	0.600000	0.300000	10000000.000000
1.000000	0.600000	0.200000	10000000.000000
1.000000	0.600000	0.150000	10000000.000000
1.000000	0.600000	0.100000	10000000.000000
1.000000	0.600000	0.550000	10000000.000000
1.000000	0.600000	0.850000	10000000.000000
1.000000	0.600000	1.000000	10000000.000000
1.000000	0.600000	0.950000	10000000.000000
1.000000	0.600000	0.900000	10000000.000000
1.000000	0.600000	0.750000	10000000.000000
1.000000	0.600000	0.700000	10000000.000000
1.000000	0.600000	0.800000	10000000.000000
1.000000	0.600000	0.600000	10000000.000000
1.000000	0.600000	0.650000	10000000.000000

1.000000	0.700000	0.000000	10000000.000000
1.000000	0.700000	0.250000	10000000.000000
1.000000	0.700000	0.400000	10000000.000000
1.000000	0.700000	0.550000	10000000.000000
1.000000	0.700000	0.200000	10000000.000000
1.000000	0.700000	0.050000	10000000.000000
1.000000	0.700000	0.300000	10000000.000000
1.000000	0.700000	0.100000	10000000.000000
1.000000	0.700000	0.350000	10000000.000000
1.000000	0.700000	0.450000	10000000.000000
1.000000	0.700000	0.500000	10000000.000000
1.000000	0.700000	0.150000	10000000.000000
1.000000	0.700000	0.650000	10000000.000000
1.000000	0.700000	0.600000	10000000.000000
1.000000	0.700000	0.750000	10000000.000000
1.000000	0.700000	0.700000	10000000.000000
1.000000	0.700000	0.800000	10000000.000000
1.000000	0.700000	0.850000	10000000.000000
1.000000	0.700000	1.000000	10000000.000000
1.000000	0.700000	0.950000	10000000.000000
1.000000	0.700000	0.900000	10000000.000000

1.000000	0.800000	0.100000	10000000.000000
1.000000	0.800000	0.450000	10000000.000000
1.000000	0.800000	0.350000	10000000.000000
1.000000	0.800000	0.400000	10000000.000000
1.000000	0.800000	0.050000	10000000.000000
1.000000	0.800000	0.000000	10000000.000000
1.000000	0.800000	0.200000	10000000.000000
1.000000	0.800000	0.250000	10000000.000000
1.000000	0.800000	0.150000	10000000.000000
1.000000	0.800000	0.500000	10000000.000000
1.000000	0.800000	0.550000	10000000.000000
1.000000	0.800000	0.300000	10000000.000000
1.000000	0.800000	0.600000	10000000.000000
1.000000	0.800000	0.750000	10000000.000000
1.000000	0.800000	0.650000	10000000.000000
1.000000	0.800000	0.800000	10000000.000000
1.000000	0.800000	0.700000	10000000.000000
1.000000	0.800000	0.850000	10000000.000000
1.000000	0.800000	0.900000	10000000.000000
1.000000	0.800000	1.000000	10000000.000000
1.000000	0.800000	0.950000	10000000.000000

1.000000	0.900000	0.200000	10000000.000000
1.000000	0.900000	0.250000	10000000.000000
1.000000	0.900000	0.300000	10000000.000000
1.000000	0.900000	0.100000	10000000.000000
1.000000	0.900000	0.150000	10000000.000000
1.000000	0.900000	0.050000	10000000.000000
1.000000	0.900000	0.450000	10000000.000000
1.000000	0.900000	0.350000	10000000.000000
1.000000	0.900000	0.000000	10000000.000000
1.000000	0.900000	0.400000	10000000.000000
1.000000	0.900000	0.500000	10000000.000000
1.000000	0.900000	0.550000	10000000.000000
1.000000	0.900000	0.650000	10000000.000000
1.000000	0.900000	1.000000	10000000.000000
1.000000	0.900000	0.850000	10000000.000000
1.000000	0.900000	0.800000	10000000.000000
1.000000	0.900000	0.600000	10000000.000000
1.000000	0.900000	0.750000	10000000.000000
1.000000	0.900000	0.700000	10000000.000000
1.000000	0.900000	0.950000	10000000.000000
1.000000	0.900000	0.900000	10000000.000000

1.000000	1.000000	0.400000	10000000.000000
1.000000	1.000000	0.250000	10000000.000000
1.000000	1.000000	0.300000	10000000.000000
1.000000	1.000000	0.200000	10000000.000000
1.000000	1.000000	0.500000	10000000.000000
1.000000	1.000000	0.050000	10000000.000000
1.000000	1.000000	0.150000	10000000.000000
1.000000	1.000000	0.350000	10000000.000000
1.000000	1.000000	0.100000	10000000.000000
1.000000	1.000000	0.000000	10000000.000000
1.000000	1.000000	0.450000	10000000.000000
1.000000	1.000000	0.550000	10000000.000000
1.000000	1.000000	0.700000	10000000.000000
1.000000	1.000000	0.600000	10000000.000000
1.000000	1.000000	1.000000	10000000.000000
1.000000	1.000000	0.900000	10000000.000000
1.000000	1.000000	0.650000	10000000.000000
1.000000	1.000000	0.950000	10000000.000000
1.000000	1.000000	0.800000	10000000.000000
1.000000	1.000000	0.750000	10000000.000000
